sentence,difficulty,wordnb,cognate,cognatenb,cognateratio
"En 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des plaines Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture.",C1,50,"['en ', 'rosalie', 'onu', 'du ', 'groupe', 'de ', 'sur ', 'les ', 'autochtones', 'en ', 'quoi', 'la ', 'des ', 'bisons', 'est ', 'et ', 'pour', 'les ', 'des ', 'le ', 'bison', 'un', 'animal', 'pour', 'les ', 'des ', 'dans', 'leur']",28,0.56
"Un beau jour, il apprit que Sa Majesté avait daigné accepter gracieusement la démission qu'il donnait de son emploi dans l'administration, et en même temps lui conférait la place de second grand majordome major du royaume lombardo-vénitien.",C1,40,"['un', 'beau', 'jour', 'il ', 'apprit', 'que', 'sa ', 'la ', ""qu'"", 'il ', 'de ', 'son ', 'dans', 'et ', 'en ', 'même', 'temps', 'lui ', 'la ', 'place ', 'de ', 'grand', 'major ', 'du ', 'lombardo']",25,0.625
Enfin il délivra de l'aspect de sa grosse figure blafarde la joyeuse troupe qui n'osait rire en sa présence.,C1,21,"['il ', 'de ', 'aspect', 'de ', 'sa ', 'figure ', 'la ', 'joyeuse', 'qui', ""n'"", 'rire', 'en ', 'sa ']",13,0.6190476190476191
"Mais, outre cette finesse présente au milieu des couches de guimauve, ce qui distingue TLPT, c'est sa maîtrise sophistiquée de la gestion du temps.",C1,25,"['mais', 'finesse', 'au ', 'milieu', 'des ', 'de ', 'ce ', 'qui', 'tlpt', ""c'"", 'est ', 'sa ', 'de ', 'la ', 'du ', 'temps']",16,0.64
"Hé bien, il faut remonter en 1534 pour en trouver l'origine quand le navigateur Jacques Cartier découvre le Québec",C1,20,"['bien', 'il ', 'faut', 'en ', 'pour', 'en ', 'le ', 'navigateur', 'cartier', 'le ']",10,0.5
Mieux vaut les laisser exprimer leurs paradoxes que les méconnaître.,C1,10,"['vaut', 'les ', 'paradoxes', 'que', 'les ']",5,0.5
"Un nouveau réservoir d'eau claire de 200 litres conservera l'eau, mieux que des barils de chêne.",C1,18,"['un', ""d'eau"", 'eau ', 'claire', 'de ', 'litres', 'eau', 'que', 'des ', 'barils', 'de ']",11,0.6111111111111112
"Néanmoins, l'introduction de la notion de genre dans la santé entraîne une meilleure compréhension des processus biologiques et sociaux intriqués qui influencent les trajectoires de santé des hommes et des femmes.",C1,32,"['de ', 'la ', 'notion', 'de ', 'dans', 'la ', 'une ', 'des ', 'biologiques', 'et ', 'qui', 'les ', 'trajectoires', 'de ', 'des ', 'et ', 'des ']",17,0.53125
Le Net a encouragé des visions utopistes chez d'autres.,C1,10,"['le ', 'net ', 'des ', 'visions', 'chez']",5,0.5
Tous les chiens de ses basses-cours composaient une meute dans le besoin ; ses palefreniers étaient ses piqueurs ; le vicaire du village était son grand aumônier.,C1,26,"['tous', 'les ', 'de ', 'ses ', 'basses', 'une ', 'meute', 'dans', 'le ', 'besoin', 'ses ', 'ses ', 'piqueurs', 'le ', 'vicaire', 'du ', 'son ', 'grand']",18,0.6923076923076923
"Au cours des années 1970 et 1980, plusieurs groupes environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.",C1,35,"['au ', 'des ', 'et ', 'de ', 'pays', 'europe', 'de ', 'et ', 'du ', 'nord', 'ont ', 'des ', 'contre', 'la ', 'chasse', 'aux', 'et ', 'aux', 'phoques']",19,0.5428571428571428
"L'inégalité entre pays riches et pauvres, ainsi qu'elle saute aux yeux au mitant du dernier siècle, au moment des décolonisations, n'était ni éternelle, ni inévitable.",C1,28,"['pays', 'et ', ""qu'"", 'elle', 'saute', 'aux', 'au ', 'du ', 'au ', 'des ', ""n'"", 'ni ', 'ni ']",13,0.4642857142857143
"Je crois à l'existence d'un mammifère, puissamment organisé, appartenant à l'embranchement des vertébrés, comme les baleines, les cachalots ou les dauphins, et muni d'une défense cornée dont la force de pénétration est extrême.",C1,37,"['je ', 'crois ', ""d'un"", 'un', 'puissamment', 'des ', 'comme', 'les ', 'les ', 'cachalots', 'les ', 'dauphins', 'et ', 'muni', 'une ', 'dont', 'la ', 'force ', 'de ', 'est ']",20,0.5405405405405406
"Comme un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des ""PeauxRouges"".",C1,24,"['comme', 'un', 'du ', 'massacre', 'des ', 'de ', 'bisons', 'la ', 'fin ', 'du ', 'xixe', 'pour', 'bout', 'des']",14,0.5833333333333334
"Engagé à 16 ans dans la Résistance, député puis sénateur, il avait réussi, dans la France très conservatrice d'avant 1968 à faire adopter en 1967, contre la majorité de son camp politique, la loi autorisant la contraception",C1,38,"['ans ', 'dans', 'la ', 'puis', 'il ', 'dans', 'la ', 'france ', 'conservatrice', 'en ', 'contre', 'la ', 'de ', 'son ', 'camp', 'la ', 'loi ', 'la ', 'contraception']",19,0.5
"A ce titre, la commune a engagé une procédure de classement en site patrimonial remarquable.",C1,15,"['a ce', 'ce ', 'la ', 'une ', 'de ', 'en ', 'site', 'patrimonial']",8,0.5333333333333333
"33° à l'ombre, et 80% d'humidité, aujourd'hui, c'est au ceur du jardin tropical de Valombreuse que nous vous proposons de découvrir l'une des spécialités culinaires les plus consommées aux Antilles : les accras de morue",C1,39,"['et ', 'aujourd', 'hui', ""c'"", 'est ', 'au ', 'ceur', 'du ', 'de ', 'que', 'nous', 'vous', 'proposons', 'de ', 'une ', 'des ', 'les ', 'plus', 'aux', 'antilles', 'les ', 'accras', 'de ', 'morue']",24,0.6153846153846154
Il a donc rejeté tout changement de mode de scrutin qui introduirait des mécanismes partisans et abstraits dans ces collectivités où l'appartenance politique des élus est fort peu prise en compte.,C1,32,"['il ', 'donc', 'tout', 'de ', 'mode', 'de ', 'qui', 'des ', 'et ', 'abstraits', 'dans', 'ces ', 'des ', 'est ', 'fort', 'peu ', 'en ', 'compte']",18,0.5625
"Entre 47 et 53 ans, un chômeur a 1 chance sur 10 de retrouver un contrat à durée indéterminée, déplore Jacques Gosselin, qui a créé il y a un an la Fédération interrégionale pour le développement de l'emploi des seniors.",C1,41,"['et ', 'ans', 'un', 'chance', 'sur ', 'de ', 'un', 'gosselin', 'qui', 'il ', 'y a ', 'a un', 'un', 'an ', 'la ', 'pour', 'le ', 'de ', 'des ', 'seniors']",20,0.4878048780487805
"Pour expliquer ces différences, il est nécessaire d'utiliser le concept social du genre (Doyal, 2003), qui permet de comprendre par exemple comment les normes sociales ont favorisé l'adoption du tabagisme par les hommes d'abord, puis plus tardivement par les femmes.",C1,43,"['pour', 'ces ', 'il ', 'est ', 'le ', 'social', 'du ', 'doyal', 'qui', 'de ', 'par', 'comment ', 'les ', 'normes', 'ont ', 'adoption', 'du ', 'par', 'les ', 'puis', 'plus', 'par', 'les ']",23,0.5348837209302325
"C'est la génération ""moi, moi, moi"", qui préfère l'accomplissement à l'accumulation de biens, la jouissance à l'abnégation, note Jean-Paul Tréguer, 50 ans, patron de l'agence de pub Senioragency et pionnier du marketing en direction des seniors.",C1,42,"[""c'"", 'est ', 'la ', 'moi', 'moi', 'moi', 'qui', 'accumulation', 'de ', 'la ', 'note', 'jean', 'paul', 'ans', 'patron', 'de ', 'agence', 'de ', 'pub', 'et ', 'pionnier', 'du ', 'en ', 'des ', 'seniors']",25,0.5952380952380952
"Les guerres, l'instabilité politique sont pour l'essentiel à l'origine des famines et des situations de pénurie qui règnent aujourd'hui dans le monde, précisait encore Bertrand Hervieu.",C1,30,"['les ', 'sont', 'pour', 'des ', 'famines', 'et ', 'des ', 'situations', 'de ', 'qui', 'aujourd', 'hui', 'dans', 'le ', 'encore', 'bertrand', 'hervieu']",17,0.5666666666666667
"La comtesse se mit à revoir, avec Fabrice, tous ces lieux enchanteurs voisins de Grianta, et si célébrés par les voyageurs : la villa Melzi de l'autre côté du lac, vis-à-vis le château, et qui lui sert de point de vue ; au-dessus le bois sacré des Sfondrata, et le hardi promontoire qui sépare les deux branches du lac, celle de Côme, si voluptueuse, et celle qui court vers Lecco, pleine de sévérité : aspects sublimes et gracieux, que le site le plus renommé du monde, la baie de Naples, égale, mais ne surpasse point.",C1,96,"['la ', 'se ', 'mit ', 'avec', 'fabrice', 'tous', 'ces ', 'de ', 'et ', 'si ', 'par', 'les ', 'la ', 'villa', 'melzi', 'de ', 'côté', 'du ', 'lac', 'vis', 'vis', 'le ', 'et ', 'qui', 'lui ', 'sert', 'de ', 'de ', 'vue', 'au-', 'le ', 'bois', 'des ', 'et ', 'le ', 'hardi', 'promontoire', 'qui', 'sépare', 'les ', 'deux', 'du ', 'lac', 'celle ', 'de ', 'côme', 'si ', 'et ', 'celle ', 'qui', 'vers', 'lecco', 'pleine', 'de ', 'sublimes', 'et ', 'gracieux', 'que', 'le ', 'site', 'le ', 'plus', 'du ', 'la ', 'baie', 'de ', 'naples', 'mais', 'ne ', 'surpasse']",70,0.7291666666666666
Cette réaction est difficile à réaliser car il faut rapprocher deux noyaux qui ont tendance naturellement à se repousser.,C1,19,"['est ', 'car ', 'il ', 'faut', 'deux', 'noyaux', 'qui', 'ont ', 'se ']",9,0.47368421052631576
"Brigitte Munier Il appartient à l'homme de ne point se laisser intimider ou séduire par la puissance des robots au point de perdre le sens de la spécificité des compétences purement humaines : l'illogisme apparent propre à l'émotivité, à la sensibilité et à l'imagination symbolique rend ces facultés inimitables par des machines, même programmées pour simuler l'empathie.",C1,61,"['brigitte', 'munier', 'il ', 'de ', 'ne ', 'se ', 'par', 'la ', 'des ', 'robots', 'au ', 'de ', 'le ', 'sens', 'de ', 'la ', 'des ', 'la ', 'et ', 'imagination', 'rend', 'ces ', 'par', 'des ', 'même', 'pour']",26,0.4262295081967213
"Il existe, pour une fois, un consensus très large sur les conclusions d'un organisme scientifique collégial international, le Giec : pour faire face au dérèglement climatique, il est impératif de ""décarboner"" nos économies !",C1,33,"['il ', 'pour', 'une ', 'fois', 'un', 'consensus', 'sur ', 'les ', ""d'un"", 'un', 'le ', 'giec', 'pour', 'face', 'au ', 'climatique', 'il ', 'est ', 'nos ']",19,0.5757575757575758
"Eurojust, l'agence européenne qui coordonne la tenue des procès de l'Union européenne, organisera dans les prochaines semaines une réunion afin de trouver une solution à ce problème.",C1,29,"['eurojust', 'agence', 'qui', 'la ', 'des ', 'de ', 'dans', 'les ', 'prochaines', 'une ', 'afin', 'de ', 'une ', 'ce ']",14,0.4827586206896552
Les changements dans les systèmes alimentaires - depuis le champ jusqu'à l'assiette - nécessitent aussi de nouvelles politiques.,C1,18,"['les ', 'dans', 'les ', 'le ', 'champ ', 'jusqu', 'assiette', 'aussi ', 'de ']",9,0.5
"Eh bien alors séduis, fais ton odieux travail de technique et perds ton âme.",C1,14,"['eh ', 'bien', 'alors ', 'fais', 'ton ', 'odieux', 'de ', 'et ', 'perds ', 'ton ']",10,0.7142857142857143
"Au nom du mot 'tradition, ' ils demandent que les autochtones se conforment à celles-ci.",C1,15,"['au ', 'nom ', 'du ', 'mot', 'ils ', 'que', 'les ', 'autochtones', 'se ', 'celles']",10,0.6666666666666666
"Pour une meilleure conservation, notre chef a transformé ses piments végétariens et son ail en purée, en les mixant avec une à deux cuillères d'huile",C1,26,"['pour', 'une ', 'chef', 'ses ', 'et ', 'son ', 'ail', 'en ', 'en ', 'les ', 'avec', 'une ', 'deux']",13,0.5
"Bien-aimé, maudit soit cet orage qui me retint en mer, m'empêchant de venir à temps !",C1,17,"['bien', 'maudit', 'soit', 'cet ', 'orage', 'qui', 'me ', 'en ', 'mer', ""m'"", 'de ', 'temps']",12,0.7058823529411765
"Au niveau national, la part de patients en réanimation parmi tous ceux qui sont hospitalisés a augmenté ces dernières semaines.",C1,20,"['au ', 'la ', 'part', 'de ', 'en ', 'parmi ', 'tous', 'ceux', 'qui', 'sont', 'ces ']",11,0.55
"Le ressortissants d'un pays tiers à l'Union européenne et des pays associés soumis à visas, qui souhaitent effectuer un court séjour dans un ou plusieurs pays de la zone Schengen",C1,32,"['le ', 'ressortissants', ""d'un"", 'un', 'pays', 'tiers ', 'et ', 'des ', 'pays', 'visas', 'qui', 'un', 'dans', 'un', 'pays', 'de ', 'la ', 'zone', 'schengen']",19,0.59375
"Or, la croissance démographique concerne surtout les pays en voie de développement, qui connaissent aujourd'hui des problèmes de sous-alimentation et de mauvaise alimentation.",C1,25,"['la ', 'les ', 'pays', 'en ', 'voie', 'de ', 'qui', 'aujourd', 'hui', 'des ', 'de ', 'sous', 'et ', 'de ']",14,0.56
"Après dîner, Arthur me donnait souvent une petite friandise avant de ressortir, et je m'assoupissais tranquillement dans mon panier",C1,20,"['après ', 'me ', 'une ', 'petite', 'de ', 'et ', 'je ', ""m'"", 'tranquillement', 'dans', 'mon', 'panier']",12,0.6
"En vingt ans, leur nombre est passé de 4 500 à plus de 30 000, selon la direction du Tourisme du ministère de l'Emploi, qui ne recense que les maisons d'hôtes labellisées par les principales organisations touristiques.",C1,39,"['en ', 'ans', 'leur', 'nombre', 'est ', 'passé', 'de ', 'plus', 'de ', 'la ', 'du ', 'du ', 'de ', 'qui', 'ne ', 'que', 'les ', 'par', 'les ', 'touristiques']",20,0.5128205128205128
"Exilée en permanence, je passe mes nuits à souder les rails qui mènent à l'identité.",C1,16,"['en ', 'permanence', 'je ', 'passe', 'mes ', 'souder', 'les ', 'rails', 'qui']",9,0.5625
"Certes, l'individu, actif et volontaire, est le seul initiateur de sa reconversion.",C1,13,"['certes', 'et ', 'est ', 'le ', 'seul', 'de ', 'sa ', 'reconversion']",8,0.6153846153846154
"Les Cyanobactéries se distinguent des Bactéries par la présence de chlorophylle A et de pigments accessoires hydrosolubles, les phycobilines rouge et bleue.",C1,22,"['les ', 'se ', 'des ', 'par', 'la ', 'de ', 'chlorophylle', 'a et', 'et ', 'de ', 'pigments', 'les ', 'et ', 'bleue']",14,0.6363636363636364
"Bruno Bonnell Le vieil adage ""on n'arrête pas le progrès"" n'a jamais été aussi vivace. D'autres pays s'équipent en robotique pour atteindre des taux de productivité supérieurs aux nôtres.",C1,33,"['bruno', 'bonnell', 'le ', 'adage', 'on ', ""n'"", 'pas', 'le ', ""n'a "", 'aussi ', 'vivace', 'pays', ""s'"", 'en ', 'pour', 'des ', 'taux', 'de ', 'aux']",19,0.5757575757575758
"Héloïse Dufour, donc je le disais, vous êtes biologiste.",C1,9,"['dufour', 'donc', 'je ', 'le ', 'disais', 'vous']",6,0.6666666666666666
"Vous êtes biologiste, militante passionnée de cette pédagogie, vous allez nous expliquer pourquoi le sujet vous passionne.",C1,17,"['vous', 'militante', 'de ', 'vous', 'nous', 'le ', 'vous', 'passionne']",8,0.47058823529411764
"Elle acheta une barque que Fabrice, la marquise et elle ornèrent de leurs mains, car on manquait d'argent pour tout, au milieu de l'état de maison le plus splendide ; depuis sa disgrâce le marquis del Dongo avait redoublé de faste aristocratique.",C1,43,"['elle', 'acheta', 'une ', 'barque', 'que', 'fabrice', 'la ', 'marquise', 'et ', 'elle', 'de ', 'car ', 'on ', 'pour', 'tout', 'au ', 'milieu', 'de ', 'de ', 'le ', 'plus', 'splendide', 'sa ', 'le ', 'del ', 'dongo', 'de ', 'faste', 'aristocratique']",29,0.6744186046511628
"Ainsi l'abbé Blanès n'avait pas communiqué sa science assez difficile à Fabrice ; mais, à son insu, il lui avait inoculé une confiance illimitée dans les signes qui peuvent prédire l'avenir.",C1,33,"['abbé', ""n'"", 'pas', 'sa ', 'fabrice', 'mais', 'son ', 'insu', 'il ', 'lui ', 'une ', 'dans', 'les ', 'qui', 'avenir']",15,0.45454545454545453
"Au crépuscule, nous vous attendîmes patiament, mais vous oubliâtes notre rendez-vous.",C1,12,"['au ', 'nous', 'vous', 'mais', 'vous', 'vous']",6,0.5
"Au fond, beaucoup franchissent avec vaillance le mur du son de la cinquantaine.",C1,13,"['au ', 'fond', 'avec', 'vaillance', 'le ', 'mur ', 'du ', 'son ', 'de ', 'la ', 'cinquantaine']",11,0.8461538461538461
"En 2017, 34, 6% de la population vit dans un ménage avec au moins un crédit (leasings, petits crédits ou crédits à la consommation, achats par acomptes, dettes auprès de la famille ou amis ne vivant pas dans le ménage et hypothèques sur le logement secondaire).",C1,46,"['en ', 'de ', 'la ', 'population', 'vit ', 'dans', 'un', 'avec', 'au ', 'un', 'leasings', 'petits', 'la ', 'par', 'de ', 'la ', 'amis', 'ne ', 'pas', 'dans', 'le ', 'et ', 'sur ', 'le ']",24,0.5217391304347826
La stratégie de sauvegarde des données constitue la pierre angulaire d'un plan de continuité et de reprise car elle va permettre d'assurer le critère de disponibilité.,C1,28,"['la ', 'de ', 'sauvegarde', 'des ', 'la ', 'angulaire', ""d'un"", 'un', 'plan', 'de ', 'et ', 'de ', 'car ', 'elle', 'va ', 'le ', 'de ']",17,0.6071428571428571
"Avec la lutte contre le séparatisme, une stratégie d'entrave et répressive contre l'islam radical est mise en oeuvre.",C1,20,"['avec', 'la ', 'contre', 'le ', 'une ', 'entrave', 'et ', 'contre', 'islam', 'est ', 'mise', 'en ']",12,0.6
"Depuis qu'elles se sont diversifiées, au moins 30 000 sont nées et se sont éteintes, souvent sans laisser de trace.",C1,21,"[""qu'"", 'elles ', 'se ', 'sont', 'au ', 'sont', 'nées', 'et ', 'se ', 'sont', 'sans', 'de ']",12,0.5714285714285714
L'Agence des services frontaliers du Canada conseille de se munir également d'une lettre d'autorisation signée par l'autre parent afin d'accélérer son passage à la frontière,C1,30,"['agence', 'des ', 'services', 'du ', 'canada', 'de ', 'se ', 'munir', 'une ', 'lettre', 'par', 'parent', 'afin', 'son ', 'passage', 'la ']",16,0.5333333333333333
"Je faisais de longues siestes tantôt sur le canapé, tantôt sur le lit d'Arthur, à la chaleur du soleil ou du radiateur selon les saisons",C1,26,"['je ', 'faisais', 'de ', 'sur ', 'le ', 'sur ', 'le ', 'lit ', 'la ', 'du ', 'du ', 'les ', 'saisons']",13,0.5
